Med_Name,Med_Kind,Med_Plc,Med_Remark
破伤风人免疫球蛋白,全身用抗感染药 [注射剂],中国,备注：

人狂犬病免疫球蛋白,全身用抗感染药 [注射剂],中国,备注：

人用狂犬病疫苗(地鼠肾细胞),全身用抗感染药 [注射剂],中国,备注：限工伤保险

人用狂犬病疫苗(鸡胚细胞),全身用抗感染药 [注射剂],中国,备注：限工伤保险

人用狂犬病疫苗(人二倍体细胞),全身用抗感染药 [注射剂],中国,备注：限工伤保险

环磷酰胺,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

环磷酰胺,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

硝卡芥,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

白消安,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

培美曲塞,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限局部晚期或转移性非鳞状细胞型非小细胞肺癌；恶性胸膜间皮瘤

克林霉素棕榈酸酯,全身用抗感染药 [颗粒剂],中国,备注：

庆大霉素,全身用抗感染药 [口服常释剂型],中国,备注：

依替米星,全身用抗感染药 [注射剂],中国,备注：

氧氟沙星,全身用抗感染药 [口服常释剂型],中国,备注：

左氧氟沙星,全身用抗感染药 [口服常释剂型],中国,备注：

环丙沙星葡萄糖,全身用抗感染药 [注射剂],中国,备注：

环丙沙星氯化钠,全身用抗感染药 [注射剂],中国,备注：

吉米沙星,全身用抗感染药 [口服常释剂型],中国,备注：限二线用药

莫西沙星氯化钠,全身用抗感染药 [注射剂],中国,备注：限其他抗菌药无效的急性窦炎、下呼吸道感染、社区获得性肺炎；复杂性腹腔感染

左氧氟沙星葡萄糖,全身用抗感染药 [注射剂],中国,备注：

吡哌酸,全身用抗感染药 [口服常释剂型],中国,备注：

甲硝唑,全身用抗感染药 [注射剂],中国,备注：

替硝唑,全身用抗感染药 [口服常释剂型],中国,备注：

奥硝唑,全身用抗感染药 [注射剂],中国,备注：

甲硝唑氯化钠,全身用抗感染药 [注射剂],中国,备注：

替硝唑葡萄糖,全身用抗感染药 [注射剂],中国,备注：

大观霉素,全身用抗感染药 [注射剂],中国,备注：

磷霉素氨丁三醇,全身用抗感染药 [口服常释剂型;口服散剂],中国,备注：

青霉素皮试剂,全身用抗感染药 [注射剂],中国,备注：

两性霉素B,全身用抗感染药 [脂质体注射剂],中国,备注：限其他抗真菌药物（含两性霉素B注射剂）无效的侵袭性真菌感染

氟达拉滨,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限B细胞慢性淋巴细胞白血病或滤泡淋巴瘤

硫鸟嘌呤,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

阿糖胞苷,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

替加氟,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

氟尿嘧啶氯化钠,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

卡培他滨,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

去氧氟尿苷,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

替加氟,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

长春瑞滨,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

紫杉醇,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

多西他赛,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

羟喜树碱,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

三尖杉酯碱,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

柔红霉素,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

丝裂霉素,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

卡铂,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

顺铂,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

顺铂氯化钠,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

丙卡巴肼,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

达沙替尼,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限对伊马替尼耐药或不耐受的慢性髓细胞白血病患者

吉非替尼,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限EGFR基因敏感突变的晚期非小细胞肺癌

伊马替尼,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限有慢性髓性白血病诊断并有费城染色体阳性的检验证据；胃肠间质瘤

门冬酰胺酶,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

甲异靛,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

亚砷酸,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

亚砷酸氯化钠,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

三氧化二砷氯化钠,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

丙氨瑞林,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

比卡鲁胺,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

来曲唑,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

托瑞米芬,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

重组人粒细胞刺激因子(CHO细胞),抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限放化疗后的骨髓抑制

重组人干扰素α1b,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限白血病、淋巴瘤、黑色素瘤、肾癌、多发性骨髓瘤、丙肝、慢性活动性乙肝。丙肝、慢性活动性乙肝连续使用6个月无效时停药，连续使用不超过12个月

重组人干扰素α2a,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限白血病、淋巴瘤、黑色素瘤、肾癌、多发性骨髓瘤、丙肝、慢性活动性乙肝。丙肝、慢性活动性乙肝连续使用6个月无效时停药，连续使用不超过12个月

重组人干扰素α2a(酵母),抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限白血病、淋巴瘤、黑色素瘤、肾癌、多发性骨髓瘤、丙肝、慢性活动性乙肝。丙肝、慢性活动性乙肝连续使用6个月无效时停药，连续使用不超过12个月

重组人干扰素α2b,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限白血病、淋巴瘤、黑色素瘤、肾癌、多发性骨髓瘤、丙肝、慢性活动性乙肝。丙肝、慢性活动性乙肝连续使用6个月无效时停药，连续使用不超过12个月

重组人白介素-11,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限放化疗引起的严重血小板减少患者

重组人白介素-11(Ⅰ),抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限放化疗引起的严重血小板减少患者

重组人白介素-11(酵母),抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限放化疗引起的严重血小板减少患者

重组人白介素-2,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限肾细胞癌、黑色素瘤、癌性胸腹腔积液

氨肽素,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

麦考酚钠,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限器官移植

巴利昔单抗,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限器官移植的诱导治疗

环孢素,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：

硫唑嘌呤,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：

吡非尼酮,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限特发性肺纤维化

咪唑立宾,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限器官移植

氨糖美辛,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：

吲哚美辛,肌肉-骨骼系统药物 [口服常释剂型;缓释控释剂型;缓控释颗粒剂],中国,备注：

吡罗昔康,肌肉-骨骼系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

小儿布洛芬,肌肉-骨骼系统药物 [栓剂],中国,备注：

精氨酸布洛芬,肌肉-骨骼系统药物 [口服常释剂型;颗粒剂;口服散剂],中国,备注：

萘普生,肌肉-骨骼系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

右旋布洛芬,肌肉-骨骼系统药物 [口服液体剂],中国,备注：

塞来昔布,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：限二线用药

尼美舒利,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：

青霉胺,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：

双氯芬酸二乙胺,肌肉-骨骼系统药物 [软膏剂;凝胶剂],中国,备注：△

阿曲库铵,肌肉-骨骼系统药物 [注射剂],中国,备注：

氯化琥珀胆碱,肌肉-骨骼系统药物 [注射剂],中国,备注：

罗库溴铵,肌肉-骨骼系统药物 [注射剂],中国,备注：

米库氯铵,肌肉-骨骼系统药物 [注射剂],中国,备注：

哌库溴铵,肌肉-骨骼系统药物 [注射剂],中国,备注：

秋水仙碱,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：

苯溴马隆,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：

别嘌醇,肌肉-骨骼系统药物 [缓释控释剂型],中国,备注：

胆维丁,肌肉-骨骼系统药物 [口服乳剂],中国,备注：限婴幼儿佝偻病

氯膦酸二钠,肌肉-骨骼系统药物 [口服常释剂型],中国,备注：限癌症骨转移

氯膦酸二钠,肌肉-骨骼系统药物 [注射剂],中国,备注：限癌症骨转移

恩氟烷,神经系统药物 [液体剂],中国,备注：

氯胺酮,神经系统药物 [注射剂],中国,备注：

羟丁酸钠,神经系统药物 [注射剂],中国,备注：

丁卡因,神经系统药物 [口服液体剂;溶液剂],中国,备注：

利多卡因,神经系统药物 [胶浆剂],中国,备注：

辣椒碱,神经系统药物 [软膏剂],中国,备注：△

吗啡,神经系统药物 [口服常释剂型],中国,备注：

吗啡,神经系统药物 [注射剂],中国,备注：

可待因,神经系统药物 [注射剂],中国,备注：

纳美芬,神经系统药物 [注射剂],中国,备注：限急救抢救

羟考酮,神经系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

羟考酮,神经系统药物 [注射剂],中国,备注：

氢吗啡酮,神经系统药物 [注射剂],中国,备注：

哌替啶,神经系统药物 [注射剂],中国,备注：

芬太尼,神经系统药物 [贴剂],中国,备注：限癌症疼痛患者或其他方法难以控制的重度疼痛

纳布啡,神经系统药物 [注射剂],中国,备注：限复合麻醉

氨酚曲马多,神经系统药物 [口服常释剂型],中国,备注：

曲马多Ⅱ,神经系统药物 [缓释控释剂型],中国,备注：

对乙酰氨基酚,神经系统药物 [口服常释剂型;颗粒剂],中国,备注：

普瑞巴林,神经系统药物 [口服常释剂型],中国,备注：限带状疱疹患者的神经疼痛二线治疗

麦角胺咖啡因,神经系统药物 [口服常释剂型],中国,备注：

利扎曲普坦,神经系统药物 [口服常释剂型],中国,备注：限偏头痛急性发作患者的二线用药

苯巴比妥,神经系统药物 [口服常释剂型],中国,备注：

苯巴比妥,神经系统药物 [注射剂],中国,备注：

苯妥英钠,神经系统药物 [注射剂],中国,备注：

乙琥胺,神经系统药物 [口服常释剂型;口服液体剂],中国,备注：

氯硝西泮,神经系统药物 [注射剂],中国,备注：

丙戊酸钠,神经系统药物 [口服液体剂;缓释控释剂型],中国,备注：

加巴喷丁,神经系统药物 [口服常释剂型],中国,备注：

卡比多巴,神经系统药物 [口服常释剂型],中国,备注：

屈昔多巴,神经系统药物 [口服常释剂型],中国,备注：限二线用药

左旋多巴/卡比多巴,神经系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

吡贝地尔,神经系统药物 [缓释控释剂型],中国,备注：

普拉克索,神经系统药物 [口服常释剂型],中国,备注：

氯丙嗪,神经系统药物 [口服常释剂型],中国,备注：

氯丙嗪,神经系统药物 [注射剂],中国,备注：

三氟拉嗪,神经系统药物 [口服常释剂型],中国,备注：

氟奋乃静,神经系统药物 [口服常释剂型],中国,备注：

氟奋乃静,神经系统药物 [注射剂],中国,备注：

哌泊塞嗪,神经系统药物 [注射剂],中国,备注：

氯普噻吨,神经系统药物 [口服常释剂型],中国,备注：

舒必利,神经系统药物 [口服常释剂型],中国,备注：

硫必利,神经系统药物 [注射剂],中国,备注：

阿立哌唑,神经系统药物 [口服常释剂型;口腔崩解片],中国,备注：

地西泮,神经系统药物 [注射剂],中国,备注：

劳拉西泮,神经系统药物 [口服常释剂型],中国,备注：

丁螺环酮,神经系统药物 [口服常释剂型],中国,备注：

坦度螺酮,神经系统药物 [口服常释剂型],中国,备注：

异戊巴比妥,神经系统药物 [注射剂],中国,备注：

咪达唑仑,神经系统药物 [口服常释剂型],中国,备注：

阿米替林,神经系统药物 [口服常释剂型],中国,备注：

多塞平,神经系统药物 [口服常释剂型],中国,备注：

氯米帕明,神经系统药物 [注射剂],中国,备注：

马普替林,神经系统药物 [口服常释剂型;口服液体剂],中国,备注：

帕罗西汀,神经系统药物 [口服常释剂型],中国,备注：
