Med_Name,Med_Kind,Med_Plc
青霉胺,肌肉-骨骼系统药物 [口服常释剂型],国家

阿曲库铵,肌肉-骨骼系统药物 [注射剂],国家

麦考酚钠,抗肿瘤药及免疫调节剂 [口服常释剂型],国家

环孢素,抗肿瘤药及免疫调节剂 [注射剂],国家

吡非尼酮,抗肿瘤药及免疫调节剂 [口服常释剂型],国家

氨糖美辛,肌肉-骨骼系统药物 [口服常释剂型],国家

吡罗昔康,肌肉-骨骼系统药物 [口服常释剂型;缓释控释剂型],国家

精氨酸布洛芬,肌肉-骨骼系统药物 [口服常释剂型;颗粒剂;口服散剂],国家

右旋布洛芬,肌肉-骨骼系统药物 [口服液体剂],国家

尼美舒利,肌肉-骨骼系统药物 [口服常释剂型],国家

双氯芬酸二乙胺,肌肉-骨骼系统药物 [软膏剂;凝胶剂],国家

氯化琥珀胆碱,肌肉-骨骼系统药物 [注射剂],国家

罗库溴铵,肌肉-骨骼系统药物 [注射剂],国家

哌库溴铵,肌肉-骨骼系统药物 [注射剂],国家

苯溴马隆,肌肉-骨骼系统药物 [口服常释剂型],国家

胆维丁,肌肉-骨骼系统药物 [口服乳剂],国家

氯膦酸二钠,肌肉-骨骼系统药物 [注射剂],国家

氯胺酮,神经系统药物 [注射剂],国家

丁卡因,神经系统药物 [口服液体剂;溶液剂],国家

辣椒碱,神经系统药物 [软膏剂],国家

吗啡,神经系统药物 [注射剂],国家

纳美芬,神经系统药物 [注射剂],国家

米库氯铵,肌肉-骨骼系统药物 [注射剂],国家

秋水仙碱,肌肉-骨骼系统药物 [口服常释剂型],国家

别嘌醇,肌肉-骨骼系统药物 [缓释控释剂型],国家

氯膦酸二钠,肌肉-骨骼系统药物 [口服常释剂型],国家

恩氟烷,神经系统药物 [液体剂],国家

羟丁酸钠,神经系统药物 [注射剂],国家

利多卡因,神经系统药物 [胶浆剂],国家

吗啡,神经系统药物 [口服常释剂型],国家

可待因,神经系统药物 [注射剂],国家

羟考酮,神经系统药物 [口服常释剂型;缓释控释剂型],国家

羟考酮,神经系统药物 [注射剂],国家

哌替啶,神经系统药物 [注射剂],国家

纳布啡,神经系统药物 [注射剂],国家

曲马多Ⅱ,神经系统药物 [缓释控释剂型],国家

普瑞巴林,神经系统药物 [口服常释剂型],国家

利扎曲普坦,神经系统药物 [口服常释剂型],国家

苯巴比妥,神经系统药物 [注射剂],国家

乙琥胺,神经系统药物 [口服常释剂型;口服液体剂],国家

丙戊酸钠,神经系统药物 [口服液体剂;缓释控释剂型],国家

卡比多巴,神经系统药物 [口服常释剂型],国家

氢吗啡酮,神经系统药物 [注射剂],国家

芬太尼,神经系统药物 [贴剂],国家

氨酚曲马多,神经系统药物 [口服常释剂型],国家

对乙酰氨基酚,神经系统药物 [口服常释剂型;颗粒剂],国家

麦角胺咖啡因,神经系统药物 [口服常释剂型],国家

苯巴比妥,神经系统药物 [口服常释剂型],国家

苯妥英钠,神经系统药物 [注射剂],国家

氯硝西泮,神经系统药物 [注射剂],国家

加巴喷丁,神经系统药物 [口服常释剂型],国家

屈昔多巴,神经系统药物 [口服常释剂型],国家

左旋多巴/卡比多巴,神经系统药物 [口服常释剂型;缓释控释剂型],国家

普拉克索,神经系统药物 [口服常释剂型],国家

氯丙嗪,神经系统药物 [注射剂],国家

氟奋乃静,神经系统药物 [口服常释剂型],国家

哌泊塞嗪,神经系统药物 [注射剂],国家

舒必利,神经系统药物 [口服常释剂型],国家

阿立哌唑,神经系统药物 [口服常释剂型;口腔崩解片],国家

劳拉西泮,神经系统药物 [口服常释剂型],国家

坦度螺酮,神经系统药物 [口服常释剂型],国家

咪达唑仑,神经系统药物 [口服常释剂型],国家

吡贝地尔,神经系统药物 [缓释控释剂型],国家

氯丙嗪,神经系统药物 [口服常释剂型],国家

三氟拉嗪,神经系统药物 [口服常释剂型],国家

氟奋乃静,神经系统药物 [注射剂],国家

氯普噻吨,神经系统药物 [口服常释剂型],国家

硫必利,神经系统药物 [注射剂],国家

地西泮,神经系统药物 [注射剂],国家

丁螺环酮,神经系统药物 [口服常释剂型],国家

异戊巴比妥,神经系统药物 [注射剂],国家

阿米替林,神经系统药物 [口服常释剂型],国家

多塞平,神经系统药物 [口服常释剂型],国家

马普替林,神经系统药物 [口服常释剂型;口服液体剂],国家

艾司西酞普兰,神经系统药物 [口服常释剂型],国家

米氮平,神经系统药物 [口服常释剂型],国家

哌甲酯,神经系统药物 [注射剂],国家

加兰他敏,神经系统药物 [注射剂],国家

新斯的明,神经系统药物 [注射剂],国家

倍他司汀,神经系统药物 [口服常释剂型],国家

桂利嗪,神经系统药物 [口服常释剂型],国家

丁苯酞氯化钠,神经系统药物 [注射剂],国家

氯米帕明,神经系统药物 [注射剂],国家

帕罗西汀,神经系统药物 [口服常释剂型],国家

氟西汀,神经系统药物 [口服常释剂型],国家

哌甲酯,神经系统药物 [口服常释剂型],国家

多奈哌齐,神经系统药物 [口腔崩解片],国家

卡巴拉汀,神经系统药物 [口服常释剂型],国家

溴吡斯的明,神经系统药物 [注射剂],国家

氟桂利嗪,神经系统药物 [口服常释剂型],国家

吡拉西坦,神经系统药物 [注射剂],国家

鼠神经生长因子,神经系统药物 [注射剂],国家

沙丁胺醇,呼吸系统 [注射剂],国家

氨茶碱,呼吸系统 [口服常释剂型;缓释控释剂型],国家

复方茶碱,呼吸系统 [口服常释剂型],国家

溴己新,呼吸系统 [口服常释剂型],国家

氨溴索,呼吸系统 [颗粒剂],国家

喷托维林,呼吸系统 [口服常释剂型],国家

复方甘草,呼吸系统 [口服常释剂型;口服液体剂],国家

可愈,呼吸系统 [口服液体剂],国家

苯海拉明,呼吸系统 [注射剂],国家

赛庚啶,呼吸系统 [口服常释剂型],国家

特布他林,呼吸系统 [口服液体剂],国家

茶碱,呼吸系统 [口服常释剂型;缓释控释剂型],国家

孟鲁司特,呼吸系统 [口服常释剂型],国家

桉柠蒎,呼吸系统 [口服常释剂型],国家

氨溴索,呼吸系统 [注射剂],国家

二氧丙嗪,呼吸系统 [口服常释剂型],国家

复方磷酸可待因,呼吸系统 [溶液剂],国家

苯海拉明,呼吸系统 [口服常释剂型],国家

氯苯那敏,呼吸系统 [口服常释剂型],国家

阿伐斯汀,呼吸系统 [口服常释剂型],国家

天麻素,神经系统药物 [口服常释剂型],国家

依米丁,抗寄生虫药，杀虫药和驱虫药 [注射剂],国家

咯萘啶,抗寄生虫药，杀虫药和驱虫药 [口服常释剂型],国家

羟氯喹,抗寄生虫药，杀虫药和驱虫药 [口服常释剂型],国家

硫氯酚,抗寄生虫药，杀虫药和驱虫药 [口服常释剂型],国家

林旦,抗寄生虫药，杀虫药和驱虫药 [软膏剂],国家

赛洛唑啉,呼吸系统 [滴鼻剂],国家

左卡巴斯汀,呼吸系统 [吸入剂],国家

福莫特罗,呼吸系统 [吸入剂],国家

色甘酸钠,呼吸系统 [吸入剂],国家

长春西汀,神经系统药物 [口服常释剂型],国家

乙胺嘧啶,抗寄生虫药，杀虫药和驱虫药 [口服常释剂型],国家

奎宁,抗寄生虫药，杀虫药和驱虫药 [注射剂],国家

喷他脒,抗寄生虫药，杀虫药和驱虫药 [注射剂],国家

乙胺嗪,抗寄生虫药，杀虫药和驱虫药 [口服常释剂型],国家

升华硫,抗寄生虫药，杀虫药和驱虫药 [软膏剂],国家

奥洛他定,呼吸系统 [口服常释剂型],国家

倍氯米松,呼吸系统 [吸入剂;粉雾剂],国家

沙美特罗,呼吸系统 [吸入剂],国家

沙丁胺醇,呼吸系统 [缓释控释剂型],国家

曲普利啶,呼吸系统 [口服常释剂型],国家

西替利嗪,呼吸系统 [口服常释剂型],国家

猪肺磷脂,呼吸系统 [注射剂],国家

利福平,感觉器官药物 [滴眼剂],国家

氟康唑,感觉器官药物 [滴眼剂],国家

左氧氟沙星,感觉器官药物 [眼用凝胶],国家

泼尼松龙,感觉器官药物 [滴眼剂],国家

庆大霉素氟米龙,感觉器官药物 [滴眼剂],国家

妥布霉素地塞米松,感觉器官药物 [眼膏剂;滴眼剂],国家

毛果芸香碱,感觉器官药物 [注射剂],国家

酮替芬,呼吸系统 [吸入剂],国家

多沙普仑,呼吸系统 [注射剂],国家

红霉素,感觉器官药物 [眼膏剂],国家

庆大霉素,感觉器官药物 [滴眼剂],国家

妥布霉素,感觉器官药物 [眼膏剂;滴眼剂],国家

氟甲松龙,感觉器官药物 [滴眼剂],国家

普拉洛芬,感觉器官药物 [滴眼剂],国家

吲哚美辛,感觉器官药物 [滴眼剂],国家

毛果芸香碱,感觉器官药物 [滴眼剂],国家

布林佐胺,感觉器官药物 [滴眼剂],国家

醋甲唑胺,感觉器官药物 [口服常释剂型],国家

托吡卡胺,感觉器官药物 [滴眼剂],国家

东莨菪碱,感觉器官药物 [眼膏剂],国家

色甘酸钠,感觉器官药物 [滴眼剂],国家

吲哚菁绿,感觉器官药物 [注射剂],国家

羟苯磺酸,感觉器官药物 [口服常释剂型],国家

小牛血清去蛋白,感觉器官药物 [眼用凝胶],国家

重组人表皮生长因子,感觉器官药物 [滴眼剂],国家

环丙沙星,感觉器官药物 [滴耳剂],国家

二巯丁二酸,杂类 [口服常释剂型],国家

卡替洛尔,感觉器官药物 [滴眼剂],国家

阿托品,感觉器官药物 [眼用凝胶剂],国家

奥洛他定,感觉器官药物 [滴眼剂],国家

依美斯汀,感觉器官药物 [滴眼剂],国家

普罗碘铵,感觉器官药物 [注射剂],国家

他克莫司,感觉器官药物 [滴眼剂],国家

重组牛碱性成纤维细胞生长因子,感觉器官药物 [滴眼剂],国家

氯霉素氢化可的松,感觉器官药物 [滴耳剂],国家

二巯丙磺钠,杂类 [注射剂],国家

氯解磷定,杂类 [注射剂],国家

巯乙胺,杂类 [注射剂],国家

亚甲蓝,杂类 [注射剂],国家

乙酰胺,杂类 [注射剂],国家

依地酸钙钠,杂类 [口服常释剂型],国家

美司钠,杂类 [注射剂],国家

肠内营养剂,杂类 ,国家

碘比醇,杂类 [注射剂],国家

碘克沙醇,杂类 [注射剂],国家

泛影酸钠,杂类 [注射剂],国家

硫酸钡Ⅰ型,杂类 [灌肠剂],国家

烯丙吗啡,杂类 [注射剂],国家

亚硝酸钠,杂类 [注射剂],国家

复方氯解磷定,杂类 [注射剂],国家

亚叶酸钙,杂类 [注射剂],国家

右雷佐生,杂类 [注射剂],国家

多种微量元素(Ⅰ),杂类 [注射剂],国家

碘佛醇,杂类 [注射剂],国家

碘他拉葡甲胺,杂类 [注射剂],国家

硫酸钡Ⅱ型,杂类 [干混悬剂],国家

复方木香小檗碱片,消化道和代谢方面的药物 ,国家

复方碳酸钙咀嚼片,消化道和代谢方面的药物 ,国家

硫糖铝小檗碱片,消化道和代谢方面的药物 ,国家

神黄钠铝胶囊,消化道和代谢方面的药物 ,国家

依非韦伦,全身用抗感染药 [片剂],国家

恩曲他滨,全身用抗感染药 [胶囊剂;口服液],国家

阿扎那韦,全身用抗感染药 [胶囊剂],国家

拉替拉韦,全身用抗感染药 [片剂],国家

骨肽(Ⅰ),肌肉-骨骼系统药物 [注射剂],国家

双氢青蒿素哌喹,抗寄生虫药，杀虫药和驱虫药 [片剂],国家

氨酚美伪麻,呼吸系统 [片剂],国家

复合乳酸菌胶囊,消化道和代谢方面的药物 ,国家

铝镁加混悬液,消化道和代谢方面的药物 ,国家

拉米夫定,全身用抗感染药 [片剂;糖浆剂],国家

洛匹那韦利托那韦,全身用抗感染药 [片剂;口服液],国家

恩曲他滨替诺福韦,全身用抗感染药 [片剂],国家

达芦那韦,全身用抗感染药 [片剂],国家

骨肽,肌肉-骨骼系统药物 [注射剂],国家

青蒿琥酯,抗寄生虫药，杀虫药和驱虫药 [片剂],国家

蒿甲醚,抗寄生虫药，杀虫药和驱虫药 [注射剂],国家

钆双胺,杂类 [注射剂],国家

钆特酸葡胺,杂类 [注射剂],国家

碘[131I]化钠,杂类 [口服溶液剂],国家

氯化锶[89Sr],杂类 [注射剂],国家

重组赖脯胰岛素,消化道和代谢方面的药物 [注射剂],国家

精蛋白锌胰岛素(30R),消化道和代谢方面的药物 [注射剂],国家

精蛋白重组人胰岛素(预混30/70),消化道和代谢方面的药物 [注射剂],国家

50/50混合重组人胰岛素,消化道和代谢方面的药物 [注射剂],国家

门冬胰岛素50,消化道和代谢方面的药物 [注射剂],国家

地特胰岛素,消化道和代谢方面的药物 [注射剂],国家

复方雷尼替丁胶囊,消化道和代谢方面的药物 ,国家

锝[99mTc]亚甲基二膦酸盐,杂类 [注射剂],国家

胶体磷[32P]酸铬,杂类 [注射剂],国家

赖脯胰岛素,消化道和代谢方面的药物 [注射剂],国家

谷赖胰岛素,消化道和代谢方面的药物 [注射剂],国家

精蛋白锌重组人胰岛素混合,消化道和代谢方面的药物 [注射剂],国家

精蛋白生物合成人胰岛素(预混50R),消化道和代谢方面的药物 [注射剂],国家

30/70混合重组人胰岛素,消化道和代谢方面的药物 [注射剂],国家

重组甘精胰岛素,消化道和代谢方面的药物 [注射剂],国家

复方颠茄铋镁片,消化道和代谢方面的药物 ,国家

氨酚烷胺那敏胶囊,呼吸系统 [胶囊剂],国家

氨酚伪麻美芬胶囊,呼吸系统 [胶囊剂],国家

氨酚伪麻那敏溶液,呼吸系统 [口服溶液剂],国家

氨麻美敏片(Ⅱ),呼吸系统 [片剂],国家

酚咖麻敏胶囊,呼吸系统 [胶囊剂],国家

酚美愈伪麻口服液,呼吸系统 [口服液],国家

复方酚咖伪麻胶囊,呼吸系统 [胶囊剂],国家

复方盐酸伪麻黄碱缓释胶囊,呼吸系统 [缓释胶囊],国家

咖酚伪麻片,呼吸系统 [片剂],国家

美敏伪麻口服液,呼吸系统 [口服液],国家

喷托维林氯化铵糖浆,呼吸系统 [糖浆剂],国家

氨酚伪麻美芬片(Ⅲ),呼吸系统 [片剂],国家

氨酚伪麻片,呼吸系统 [片剂],国家

布洛伪麻胶囊,呼吸系统 [胶囊剂],国家

酚麻美软胶囊,呼吸系统 [软胶囊剂],国家

复方氨酚烷胺片,呼吸系统 [片剂],国家

复方氯丙那林鱼腥草素钠片,呼吸系统 [片剂],国家

复方愈酚喷托那敏糖浆,呼吸系统 [糖浆剂],国家

美酚伪麻片,呼吸系统 [片剂],国家

喷托维林氯化铵片,呼吸系统 [片剂],国家
