Hos_Name,Hos_City,Hos_Grade,Hos_Speciality
丰台区华兴医院,北京市-丰台区,,
北京瑞京糖尿病医院,北京市-丰台区,,足病治疗中心、强化治疗中心、中西医结合诊疗中心、心脑血管科、儿童糖尿病科、妊娠糖尿病科
北京市丰台长城医院,北京市-丰台区,,
北京阜仁眼科医院,北京市-丰台区,,
丰台区燕竹医院,北京市-丰台区,,
丰台区京材医院,北京市-丰台区,,
北京市红十字会长峰医院,北京市-丰台区,,
北京二七机车厂医院,北京市-丰台区,,
北京市丰台铁路中心医院,北京市-丰台区,,
丰台区大红门医院,北京市-丰台区,,
丰台区华西医院,北京市-丰台区,,
中国人民解放军三Ｏ二医院,北京市-丰台区,,
北京京科肝泰医院,北京市-丰台区,,肝病科
北京宝仁中医院,北京市-丰台区,,
北京华山医院,北京市-丰台区,,皮肤科
电力总医院,北京市-丰台区,,
丰台区方庄医院,北京市-丰台区,,
北京丰台长峰医院,北京市-丰台区,,血管瘤科
北京军康湿疣疱疹医学研究院,北京市-丰台区,,皮肤性病科
北京市丰台区妇幼保健院（丰台区妇幼保健所）,北京市-丰台区,,
北京协和医院（协和医院）,北京市-东城区,三级甲等,妇产科、风湿免疫科、消化内科、麻醉科、皮肤性病科、心内科、内分泌科、血液科
北京中医药大学东直门医院（东直门医院）,北京市-东城区,三级甲等,骨科、肿瘤血液科、普通外科、肾病科、呼吸科、重点实验室
北京东方建都白癜风医院,北京市-丰台区,,白癜风科
丰台区卢沟桥医院,北京市-丰台区,,
北京宝仁中医心脏病专科医院,北京市-丰台区,,心脏病科
丰台区兴海医院,北京市-丰台区,,
北京中科白癜风医院,北京市-丰台区,,白癜风科
北京海华癫痫病专业医院,北京市-丰台区,,癫痫科
北京京科银康医院,北京市-丰台区,,内科、癫痫科、皮肤科、牛皮癣、白癜风科、灰指甲、外科、中医科
北京市丰台区华康门诊部（北京华康风湿骨病专业医院）,北京市-丰台区,,
北京同仁医院（首都医科大学附属北京同仁医院）,北京市-东城区,三级甲等,眼科、耳鼻咽喉科、心血管科
北京军区总医院,北京市-东城区,三级甲等,骨科、肿瘤科、普通外科、肝病科、妇产科、生殖中心、皮肤科、八一儿童医院、心血管外科、消化内科、神经内科、呼吸内科
卫生部北京医院（北京医院）,北京市-东城区,三级甲等,呼吸内科、心内科、心血管外科、骨科、神经内科、神经外科
首都医科大学附属北京天坛医院,北京市-东城区,三级甲等,神经影像中心、放射科、神经介入门诊、麻醉科、急诊介入、神经内科、神经外科、脑血管专科门诊
八一儿童医院,北京市-东城区,三级甲等,儿童心脏中心、儿童泌尿外科、足月新生儿重病监护病房、儿童重症监护病房、极早产新生儿监护病房、早产新生儿监护病房
北京市第六医院,北京市-东城区,二级甲等,骨科、妇产科、眼科
北京市隆福医院,北京市-东城区,二级甲等,心血管内科、胸外科、呼吸内科、消化内科、神经内科、普通内科、肾病内科、普外科、骨外科、泌尿外科、眼科
北京联合大学中医药学院附属鼓搂中医医院,北京市-东城区,二级甲等,
北京联合大学中医药学院附属医院（北京鼓楼中医院）,北京市-东城区,二级甲等,
北京市东城区精神卫生保健院（北京市东城区东直门外医院）,北京市-东城区,一级甲等,
北京市东城区精神卫生保健院北京市东城区东直门外医院,北京市-东城区,一级甲等,
北京市东城区长安医院,北京市-东城区,一级甲等,
首都医科大学附属北京口腔医院,北京市-东城区,三级甲等,口腔综合科、口腔修复科、口腔颌面科
首都医科大学附属北京中医医院（北京中医医院）,北京市-东城区,三级甲等,皮肤性病科、脾胃病科、肿瘤科、特需门诊、针灸科
北京公安医院,北京市-东城区,三级丙等,心血管内科、肾脏内科、消化内科、呼吸内科、内分泌科、普外科、淋巴显微外科、泌尿外科、骨科、神经外科
北京市和平里医院,北京市-东城区,二级甲等,神经外科、乳腺科、口腔科、肾病科、神经内科、肝胆科
北京市东城区妇幼保健院（东四妇产医院）,北京市-东城区,二级甲等,产科、妇科、保健科
首医大中医药学院附属鼓楼中医医院,北京市-东城区,二级甲等,内科、骨科、男性科、烧伤科、普通外科、血管外科、妇科、肝病科
北京市东城区朝阳门医院,北京市-东城区,一级甲等,
北京中新颐和医院,北京市-东城区,一级甲等,
北京大学第一医院肿瘤诊所中心（交通部北京交通医院）,北京市-东城区,一级甲等,
北京市东城区建国门医院,北京市-东城区,一级甲等,
中国中医科学院针灸医院,北京市-东城区,一级甲等,内科、神经科、皮肤科、疼痛科、中医肿瘤科、门诊部
北京市东城区口腔医院,北京市-东城区,一级甲等,
北京航星机器制造公司北京东城航星医院,北京市-东城区,一级乙等,
北京安定门中医医院,北京市-东城区,一级丙等,免疫科、颈椎腰椎科、不孕不育科、肿瘤科、妇科、中医科、糖尿病科、肾病科、皮肤病科
北京当代女子医院,北京市-东城区,,
杜大夫美容整形机构,北京市-东城区,,
东城区东直门外医院,北京市-东城区,,
北京同力医院,北京市-东城区,,
东城区朝阳门医院,北京市-东城区,,
北京佰益泰和医疗美容医院（佰益泰和医疗美容医院）,北京市-东城区,,
北京市东城区北新桥医院,北京市-东城区,一级甲等,
北京市东城区东四医院,北京市-东城区,一级甲等,
北京天安中医院,北京市-东城区,一级丙等,
北京金典糖尿病医院,北京市-东城区,,
北京中医院,北京市-东城区,,
北京新极点医疗美容门诊部,北京市-东城区,,
东城区北亚医院,北京市-东城区,,
北京爱多邦医疗美容整形医院（爱多邦医疗美容整形医院）,北京市-东城区,,
爱康国宾健康体检管理集团,北京市-东城区,,
中美合资佳美口腔医院,北京市-东城区,,
东城区京都医院,北京市-东城区,,
美兆集团国际健康管理机构,北京市-东城区,,
北京京东中美医院,北京市-东城区,,
北京华兆益生体检中心,北京市-东城区,,
北京东城医院,北京市-东城区,,
北京中西医结合血液病医院,北京市-东城区,,
东城区长安医院,北京市-东城区,,
北京卓艺美容整形医院,北京市-东城区,,
北京市公安医院,北京市-东城区,,
北京市安定门中医院,北京市-东城区,,
北京中研国医馆,北京市-东城区,,
东城区东华门医院,北京市-东城区,,
佳美口腔医院,北京市-东城区,,
中国医学科学院北京市协和医院,北京市-东城区,,
后勤指挥学院医院,北京市-东城区,,
东城区东四医院,北京市-东城区,,
北京王磊医学整形美容机构,北京市-东城区,,
印正山医疗整形机构,北京市-东城区,,
东城区北新桥医院,北京市-东城区,,
北空后中西医结合医院,北京市-东城区,,
东华门铁路医院,北京市-东城区,,
北京清木整形整容医疗美容诊所,北京市-东城区,,
东城区建国门医院,北京市-东城区,,
北京东城中医院,北京市-东城区,,肾病科
北京积水潭医院（北大四院、积水潭医院、北京大学第四临床医学院）,北京市-西城区,三级甲等,运动医学科、创伤骨科、脊柱外科、骨肿瘤科、矫形骨科、小儿骨科、烧伤科、手外科
阜外心血管病医院（解放军胸科医院、北京阜外医院）,北京市-西城区,三级甲等,心血管外科、成人外科中心、小儿心脏外科、心律失常诊治中心
北京协和医院西院（协和西院）,北京市-西城区,三级甲等,中医科、基本外科、妇产科、心内科、内分泌科、皮肤性病科、眼科
武警北京市总队第二医院,北京市-西城区,三级甲等,肿瘤生物治疗中心、肿瘤科
中国人民解放军第三零五医院（305医院）,北京市-西城区,三级甲等,心血管疾病诊疗中心、呼吸内科、消化内科、中医科、干部病房及老年内科、介入治疗科
北京结核病控制研究所（北京结核病防汉中心）,北京市-西城区,三级甲等,内科
卓越医疗整形医院,北京市-东城区,,
北京市东单儿童医院,北京市-东城区,,
北京同济医院,北京市-东城区,,
北京大学人民医院（北大人民医）,北京市-西城区,三级甲等,肾内科、眼科、创伤骨科、儿科、妇科、泌尿外科、皮肤科、心内科、血液病研究所、风湿免疫科
北京大学第一医院（北大医院）,北京市-西城区,三级甲等,泌尿外科、小儿科、皮肤性病科、肾脏内科、妇产科、眼科、骨科、心血管内科、血液内科、中西医结合科、男科、核医学科
首都医科大学附属北京安定医院（北京安定医院）,北京市-西城区,三级甲等,精神分裂症专业、精神康复科、临床心理科、情感疾专业、中医科
北京市急救中心,北京市-西城区,三级甲等,大会救护、长途转运、急救培训、急救呼叫器、中心氧气房
首都医科大学附属北京儿童医院,北京市-西城区,三级甲等,普外科、中医科、小儿内科、呼吸内科、血液科、眼科、神经康复科
中国人民解放军第二炮兵总医院（262医院、二炮兵医院、中国人民解放军二六二医院）,北京市-西城区,三级甲等,肛肠疾病治疗研究中心、烧伤科、妇科微创
首都医科大学附属复兴医院,北京市-西城区,三级丙等,妇科、心血管病防治中心
北京市肛肠医院,北京市-西城区,二级甲等,
北京市西城区展览路医院,北京市-西城区,二级甲等,
北京市西城区平安医院（福绥境医院）,北京市-西城区,二级甲等,
北京市第二医院（北京市西城区老年医院）,北京市-西城区,二级甲等,
北京市护国寺中医院,北京市-西城区,二级甲等,
中国残疾人联合会北京按摩医院（北京市按摩医院）,北京市-西城区,二级丙等,按摩一科&按摩二科、专家科
北京明都中医院,北京市-西城区,一级甲等,
北京市西城区新街口医院,北京市-西城区,一级甲等,
北京闹市口医院,北京市-西城区,一级甲等,
北京天乐医院（北京市政职工医院）,北京市-西城区,一级丙等,
北京市二龙路医院,北京市-西城区,二级甲等,
北京市护国寺中医医院,北京市-西城区,二级甲等,
北京市二龙路医院北京市肛肠医院,北京市-西城区,二级甲等,
北京丰盛中医骨伤专科医院（北京市西城区丰盛医院）,北京市-西城区,二级甲等,
北京市展览路医院,北京市-西城区,二级丙等,妇产科、内科
北京前海股骨头医院,北京市-西城区,一级甲等,骨科
北京市西城区厂桥医院,北京市-西城区,一级甲等,
北京市西城区二龙路医院西城区德胜社区卫生服务中心,北京市-西城区,一级甲等,
北京市丰盛中医骨伤专科医院,北京市-西城区,一级甲等,
北京欧亚泌尿专科医院,北京市-西城区,,
北京西美整形医院,北京市-西城区,,
北京军都医院,北京市-西城区,,
北京市西城区金华医院,北京市-西城区,,
中国人民公安大学医院,北京市-西城区,,
西城区丰盛医院,北京市-西城区,,
西城区厂桥医院,北京市-西城区,,
北京前海医院,北京市-西城区,,
北京核工业医院,北京市-西城区,,血液科、经络点穴治疗室、中医科
北京家圆医院,北京市-西城区,,生殖健康与不孕症科、妇科整形专业、计划生育专业、宫颈病变专业、女性内分泌、生殖感染专业、妇科肿瘤专业、腔镜中心、健康管理部
北京曙光医院,北京市-西城区,,前列腺科、性功能障碍科、生殖感染科、生殖整形科、不孕不育科
